ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
5686,Shanxi Lvliang Junliu CMM Power Generation Project,"Shanxi Junliu New Energy Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registration and verification approval requested,China,"228,930",Asia,,27/03/2024,26/03/2034
5681,"Reducing Enteric Methane Production in Cattle with the Use of an Orally Administered, Slow-Release Bolus in Australia",Ruminant Biotech,"Livestock, enteric fermentation, and manure management",,VM0041,Under validation,Australia,"294,902",Oceania,,11/08/2025,10/08/2032
5679,Igombe REDD+ Project,EcoNetix GmbH,Agriculture Forestry and Other Land Use,REDD,VM0048,Under development,Tanzania,"197,030",Africa,,01/09/2025,31/08/2055
5680,CO2ROZO,FUNDACIÓN CATARUBEN,Agriculture Forestry and Other Land Use,ALM; REDD; WRC,VM0007; VM0042,Under development,Colombia,"336,242",Latin America,,01/07/2024,30/06/2064
5677,Guizhou Longfeng CMM Power Generation Project,"GUIZHOU JINSHA LONGFENG COAL INDUSTRY CO., LTD.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registration requested,China,"793,119",Asia,,06/03/2024,05/03/2034
5678,Logged to Protected Forest Spain,Wilderway B.V.,Agriculture Forestry and Other Land Use,IFM,VM0010,Under development,Spain,378,Europe,,04/04/2024,03/04/2074
5674,Guizhou Faer CMM Power Generation Project,"Guizhou Faer Coal Industry Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registration requested,China,"197,538",Asia,,01/11/2024,31/10/2034
5675,Henan Liangbei CMM Power Generation Project,"Yuzhou Shenhuo Energy Conservation Power Generation Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Under validation,China,"303,932",Asia,,03/12/2023,02/12/2033
5676,MISITU ARR PROJECT - MT. KENYA REGION,AKILI HOLDINGS LIMITED,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Kenya,"521,726",Africa,,,
5670,"Mixed afforestation in Puerto Valle Nuevo, Corrientes, Argentina",Cambium Earth S.L.,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Argentina,"42,860",Latin America,,18/08/2025,17/08/2075
5671,Lisala REDD+ Project,Taranis Operations Limited,Agriculture Forestry and Other Land Use,REDD,VM0007,Under development,"Congo, The Democratic Republic of The","719,149",Africa,,01/03/2025,28/02/2115
5672,Lukolela REDD+ Project,Taranis Operations Limited,Agriculture Forestry and Other Land Use,REDD,VM0007,Under development,"Congo, The Democratic Republic of The","385,254",Africa,,01/03/2025,28/02/2055
5673,California Impact Project,Innovative Sustainable Biotechnologies,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,United States,"8,795,180",North America,,01/01/2026,31/12/2065
5669,DIMITRA CARBON: MEXICO CONSERVATION PROJECT,DIMITRA BRAZIL LTDA,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Mexico,"155,694",Latin America,,07/07/2025,06/07/2045
5666,EnviroServ LFG Grouped Project,EnviroServ Waste Management (Pty) Ltd,Waste handling and disposal,,ACM0001,Under validation,South Africa,"109,319",Africa,,,
5668,A-Gas South Africa 2,"A-Gas South Africa (Pty), Ltd.",Fugitive emissions from production and consumption of halocarbons and sulphur hexafluoride,,VM0016,Under validation,South Africa,"8,000",Africa,,18/03/2025,17/03/2035
5663,The Lam Son Regenerative Sugarcane Project,"Sagri Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,Viet Nam,"1,135",Asia,,01/01/2025,31/12/2031
5662,Brazilian Citrus Program For Climate Adaptation,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Brazil,"93,260",Latin America,,20/12/2023,19/12/2033
5661,Costa Rica Landfill Gas Project,Numerco Limited,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registration requested,Costa Rica,"123,996",Latin America,,01/10/2023,30/09/2030
5656,Henan Juji CMM Power Generation Project,"Henan Longyu Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registration requested,China,"119,765",Asia,,11/01/2024,10/01/2034
5657,The Smart Aircraft Charging Network (United Kingdom),Aerovolt UK Ltd,Energy distribution; Transport,,VM0038,Under development,United Kingdom,"1,000",Europe,,01/01/2026,31/12/2045
5654,EMPLOYEE MICRO-MOBILITY COMMUTING AND BUSINESS TRANSPORTATION EMISSION REDUCTION PLAN,Asia Green (Beijing) Investment Consultant Co. Ltd.,Transport,,AMS-III.BM,Under validation,China,"8,800",Asia,,01/10/2025,30/09/2032
5655,Lumwana REDD+ Project,Lumwana Mining Company Ltd.,Agriculture Forestry and Other Land Use,REDD,VM0048,Under development,Zambia,"203,302",Africa,,24/09/2023,23/09/2063
5652,Boreal Mix,fightCOtwo AB,Agriculture Forestry and Other Land Use,IFM,VM0012,Under validation,Sweden,"36,334",Europe,,01/07/2023,30/06/2063
5653,Green Portneuf Project,Maple Credits,Agriculture Forestry and Other Land Use,IFM,VM0034,Under development,Canada,"44,000",North America,,01/08/2025,31/07/2065
5649,Cquestra,Mari Energies Limited,Carbon capture and storage,,VM0049,Under development,Pakistan,"300,000",Asia,,,
5650,Akdeniz Landfill Gas Power Plant,Eko En Enerji Elektrik Imalat Sanayi ve Ticaret Anonim Sirketi (Inc),Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Under validation,Turkey,"101,048",Asia,,28/06/2020,27/06/2027
5651,Carbon Smart Farming Initiative,OYU Green Private Limited,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,South Africa,"171,510",,,01/11/2022,31/10/2042
5645,CBG PROJECT BY SILVERTOAN PAPERS LIMITED,Silvertoan Papers Limited,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-III.H.,Under validation,India,"55,000",Asia,,20/12/2023,19/12/2030
5646,Mkomazi Alienfuel Avoided Landfilling Project,Mkomazi Alienfuel (Pty) Ltd.,Waste handling and disposal,,AMS-III.E.,Registration requested,South Africa,"32,297",Africa,,10/10/2023,09/10/2030
5648,Guizhou Wangjiazhai CMM Power Generation Project,"Nayong Huafeng Mining Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registration requested,China,"149,989",Asia,,24/11/2023,23/11/2033
5643,Oyu – Green Growth Uganda,OYU Green Private Limited,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Uganda,"65,085",,,15/08/2022,14/08/2042
5638,Henan Wancheng Improved Agricultural Land Management Project,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,China,"155,063",,,01/08/2022,31/07/2062
5639,Sustainable Grassland Management Project in Sukhbaatar Province,Tarlan Khairkhan Trading LLC,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Mongolia,"162,000",Asia,,15/05/2024,14/05/2044
5640,Sustainable Grassland Management Project in Tov Province,SERDALAI LLC,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Mongolia,"200,000",Asia,,20/05/2023,19/05/2043
5641,Bio CNG for Sustainable Fuel Solutions project,Infinite Environmental Solutions Limited,Transport; Waste handling and disposal,,AMS-III.AO.; AMS-III.AQ,Under validation,India,"44,510",Asia,,01/10/2024,30/09/2031
5637,REDD+ PROJECT ARARA PEOPLE,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0048,Under development,Brazil,"1,539,048",Latin America,,01/01/2025,31/12/2064
5633,Ningbo Ju'an waste plastic recycling from Lunch Box Project,"Juan (Ningbo) New Materials Technology Co., Ltd",Waste handling and disposal,,VMR0007,Under validation,China,"9,397",,,01/04/2024,31/03/2031
5634,Lower Sepik REDD+ Project,Mapac Marki Limited,Agriculture Forestry and Other Land Use,REDD,VM0007; VM0048,Under validation,Papua New Guinea,"655,969",Oceania,,01/07/2022,30/06/2047
5628,Greening of the dried Aral Sea,DGB Project Management BV,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Kazakhstan,"9,123",Asia,,02/02/2026,01/02/2067
5629,Maharashtra Methane Mission (M3),eVerse.AI Private Limited,"Livestock, enteric fermentation, and manure management",,VM0041,Under validation,India,"10,699,429",Asia,,01/04/2025,31/03/2032
5630,iKapa Solar PV and BESS 240 MWp Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,South Africa,"412,753",Africa,,,
5631,Enviro Rise,PT Rimbun Seruyan,Agriculture Forestry and Other Land Use,ARR; REDD; WRC,VM0007; VM0047,Under development,Indonesia,"1,316,941",Asia,,01/01/2024,31/12/2063
5623,Metha.ai USA feed additive project,Metha.ai,"Livestock, enteric fermentation, and manure management",,VM0041,Under development,United States,"561,099",North America,,01/08/2025,31/07/2032
5624,MANDJI IMPROVEMENT,Compagnie des Bois du Gabon,Agriculture Forestry and Other Land Use,IFM,VM0035,Under development,Gabon ,"323,996",Africa,,08/06/2022,07/06/2042
5625,MANDJI PROTECTION,Compagnie des Bois du Gabon,Agriculture Forestry and Other Land Use,IFM,VM0010,Under development,Gabon ,"58,429",Africa,,08/06/2022,07/06/2042
5626,MINAS DO LEÃO BIOMETHANE PROJECT,Solvi Participações S.A.,Waste handling and disposal,,ACM0001,Under validation,Brazil,"390,617",Latin America,,01/09/2025,31/08/2032
5622,Shaanxi Fuyuan Dangjiahe CMM Power Generation Project,"Shaanxi Fuyuan Coal Industry Co., Ltd",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registration requested,China,"176,998",Asia,,09/12/2023,08/12/2033
5621,FirstSolar Programme,FirstRand Bank Limited,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registration requested,South Africa,137,Africa,,09/09/2023,08/09/2030
5620,"CARBON AGROFORESTRY IN CIMANUK, PROGO AND BRANTAS WATERSHED - INDONESIA",Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Indonesia,826,Asia,,10/12/2023,09/12/2123
5619,Broadreach Yield Solar PV Grouped Project,Broadreach Yield Pty Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registration requested,South Africa,"7,666",,,13/06/2023,12/06/2030
5617,"Joint Vema S.A. - ICA-Finance implementation of LDAR program at Uzbekneftegaz upstream oil, natural gas and associated gas production facilities - phase II of the project",ICA-Finance AS,"Fugitive emissions from fuels (solid, oil and gas)",,AM0023,Under validation,Uzbekistan,"2,000,000",Asia,,01/09/2025,31/08/2035
5618,TOURBA PROJECT – IMPROVED AGRICULTURAL PRACTICES IN BRAZIL,TOURBA BRAZIL LTDA,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,Brazil,"2,625,935",Latin America,,01/09/2023,31/08/2043
5616,TI CLEAN MOBILITY EV PROJECT IN INDIA,TI Clean Mobility Private Limited,Transport,,AMS-III.C.,Under validation,India,"46,580",Asia,,01/06/2025,31/05/2035
5612,Biospark CBG Project,Biospark Energy Private Limited,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-I.C.; AMS-III.D.; AMS-III.AO.,Registration and verification approval requested,India,"57,227",Asia,,16/09/2023,15/09/2030
5614,Electric and Hybrid Vehicles Deployment in Pakistan,EcoTrade Global Holdings LLC.,Transport,,AMS-III.C.,Registration requested,Pakistan,"224,729",Asia,,27/02/2025,26/02/2032
5615,Regenerative Agriculture and Forestry Technologies (RAFT),Bridge Carbon NBS Private Limited,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Malawi,"135,668",Africa,,07/09/2023,06/09/2053
5611,Methane emissions reduction through feed supplement for ruminant animals in Laos by AgCoTech,AgCoTech Holdings Pty Ltd,"Livestock, enteric fermentation, and manure management",,VM0041,Under development,Lao,"208,143",Asia,,01/01/2026,31/12/2032
5609,Grouped rooftop project by GVG Group of Companies,GVG Paper Mills Pvt Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registration requested,India,"3,262",Asia,,27/09/2023,26/09/2030
5606,Abu Minqar Solar PV Projects,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registration requested,Egypt,"5,162",Africa,,01/10/2023,30/09/2030
5607,Humus Program,Milpa Groupe,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,France,"733,000",Europe,,04/06/2025,03/06/2045
5608,Manduri Caatinga Grouped IFM Project,Future Climate Ltd,Agriculture Forestry and Other Land Use,IFM,VM0003,Under development,Brazil,91,Latin America,,01/10/2025,30/09/2065
5605,Electric Mobility Program Bangladesh,Zeroca B.V.,Transport,,AMS-I.F.; AMS-III.C.; VM0038,Under validation,Bangladesh,"39,294",Asia,,01/01/2025,31/12/2034
5595,Improved Agricultural Land Management Grouped Carbon Project In India,Asvata Climate Solutions Private Limited,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,India,"65,047",Asia,,07/06/2022,06/06/2052
5596,Decentral Energy Group Project,Fuel Switch SA (Pty) Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,South Africa,"28,500",Africa,,01/01/2024,31/12/2030
5597,Fuel Switch Open Call: Accelerating Access to Clean Energy,Fuel Switch SA (Pty) Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,South Africa,"50,000",Africa,,01/09/2023,31/08/2030
5594,Climate Resilient Bamboo Plantations for Enhancing Rural Livelihoods in India,Infinite Environmental Solutions Limited,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,India,"101,846",Asia,,01/06/2022,31/05/2052
5592,Climate Smart Agroforestry for Carbon Sequestration in India,Infinite Environmental Solutions Limited,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,India,"141,707",Asia,,01/06/2022,31/05/2052
5593,Growing Carbon Sinks through Agroforestry in India,Infinite Environmental Solutions Limited,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,India,"100,501",Asia,,01/06/2022,31/05/2052
5589,Incentivising Biodiversity and Climate Resilience Initiative,Climeverse Private Limited dba Equilibrium,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,India,"159,434",Asia,,01/05/2025,30/04/2045
5590,NATURALL CARBON PROGRAM: REGENERATIVE AGRICULTURE IN BRAZIL – PROJECT IV,NaturAll Carbon Limited,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Brazil,"1,562,585",Latin America,,01/06/2022,31/05/2042
5591,NATURALL CARBON PROGRAM: REGENERATIVE AGRICULTURE IN BRAZIL – PROJECT V,NaturAll Carbon Limited,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Brazil,"1,562,585",Latin America,,01/06/2022,31/05/2042
5587,Conkouati-Douli National Park REDD+ Project,Noé,Agriculture Forestry and Other Land Use,REDD,VM0007,Under validation,Congo,"372,678",Africa,,01/01/2022,31/12/2061
5585,PROJECT LESTARI,PT. AGRA INTI INVESTAMA,Agriculture Forestry and Other Land Use,REDD,VM0007; VM0048,Under development,Indonesia,"2,351,492",Asia,,15/06/2022,14/06/2032
5581,Carbon sequestration through Mangrove Afforestation & Restoration in Bangladesh,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR; WRC,VM0033,Under validation,Bangladesh,"37,724",Asia,,01/07/2025,30/06/2045
5582,Togg Electric Vehicle Project of Türkiye,Türkiye'nin Otomobili Girişim Grubu Sanayi Ve Ticaret Anonim Şirketi,Transport,,AMS-III.C.,Registration and verification approval requested,Turkey,"529,974",Middle East,,30/03/2023,29/03/2033
5577,Bundled Rooftop Solar Power Project by SJLT group,SJLT Textiles Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registration requested,India,"13,688",Asia,,25/09/2023,24/09/2030
5578,Re.green Landscapes: Native Forest Restoration in the Atlantic Forest,Re.Green Participações S.A.,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,Brazil,"115,389",Latin America,,12/03/2025,11/03/2125
5580,Akiing Azhenan Improved Forest Management Project,Indian Land Tenure Foundation,Agriculture Forestry and Other Land Use,IFM,VM0045,Under validation,United States,"25,000",North America,,07/06/2022,06/06/2042
5574,WEIFANG YOURAN DAIRY CATTLE MANURE MANAGEMENT PROJECT,"Weifang Youran Animal Husbandry Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.,Registration and verification approval requested,China,"45,908",Asia,,10/11/2023,09/11/2030
5576,Chatham Islands / Rekohu Natural Regeneration Project,Verity NZ Limited,Agriculture Forestry and Other Land Use,ARR,VM0047,Under validation,New Zealand,"150,166",Oceania,,01/09/2024,31/08/2084
5571,"Tea Shade Development and Ecological (TSHADE) Restoration Project, Sri Lanka",Earth Systems,Agriculture Forestry and Other Land Use,ARR; IFM,VM0047,Under development,Sri Lanka,"567,471",Asia,,01/06/2025,31/05/2065
5570,Bago Bamboo for Climate Carbon Forest Project,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Myanmar,"4,169",Asia,,31/05/2025,30/05/2035
5568,TOURBA PROJECT – IMPROVED AGRICULTURE PRACTICES IN NIGERIA,Tourba Carbon Farming Nigeria Limited,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Nigeria,"651,199",Africa,,01/05/2024,30/04/2044
